12.8171 19.5236 2.09938
8.21068 30.8732 2.06285
3.69484 19.4168 1.43518
9.07529 28.8992 1.97247
44.9324 23.113 1.44291
9.89455 30.1047 2.22754
7.30152 22.6992 1.65835
9.85807 22.4472 2.08825
10.4372 24.6042 2.41105
9.54304 33.0086 2.15817
3.08107 19.7802 1.42878
3.74346 21.3725 1.41981
29.2535 4.49768 2.50934
8.4808 22.2694 1.85369
38.0463 10.5446 1.00943
5.14606 34.7627 2.57078
30.9704 24.1727 -0.600216
45.8869 14.4389 1.0975
1.43449 21.6651 1.66054
2.85551 20.3036 1.88968
44.909 3.37432 1.8863
48.0474 6.49805 1.48461
5.95507 21.9704 1.54732
46.2214 5.77432 1.81079
5.94488 14.5866 1.10748
28.4188 5.78683 2.45404
5.58383 31.1375 2.05012
6.69416 20.3597 1.4901
1.09071 13.4785 1.16837
11.5159 29.6404 2.4564
14.8132 21.0349 1.81996
9.07062 29.2052 2.50689
27.7074 5.01503 2.46916
6.77828 30.1924 2.07591
11.6075 35.7684 -1.30931
4.91878 32.666 2.12734
21.425 2.81346 -0.41636
10.6353 22.8067 1.97086
1.67925 18.5593 1.32895
4.78118 13.6573 1.28423
10.4233 26.1084 2.36273
36.6742 22.8515 1.72669
9.17483 26.3906 1.92687
20.8346 49.6204 -1.02802
2.9904 13.0056 1.37823
13.081 26.1504 2.3691
0.280285 11.4814 1.61727
1.04732 9.13108 1.45567
6.8862 34.2371 2.64313
45.5401 18.5032 1.36016
28.2526 6.61806 2.18866
14.2113 22.2227 1.53511
4.43619 12.5354 1.41139
9.9845 34.0349 -0.302079
8.50466 28.622 2.44022
11.1993 23.2004 1.89224
6.85504 34.4658 2.49292
6.08921 28.9774 2.42476
12.544 34.297 -0.6453
4.95427 19.183 1.99187
1.30722 26.1744 1.69512
37.5792 2.33661 1.72189
47.6238 13.2865 1.46681
9.55322 22.2679 2.04722
5.88082 32.1155 2.42079
28.3661 5.99085 2.31629
30.149 4.57454 2.92267
19.0952 14.8297 -2.19605
13.1414 21.5457 1.61714
49.8932 19.2896 1.53855
8.84212 33.5416 2.36539
1.5928 20.1255 1.50192
9.15167 20.7063 1.65404
47.1741 23.2957 1.47982
4.74137 35.2767 2.53411
8.92973 30.6887 1.92923
5.38065 14.932 1.0145
10.6937 23.8699 1.84534
26.9449 5.75962 2.66818
9.01405 23.6764 2.05461
12.1093 23.295 1.86657
11.2348 21.5193 1.92108
48.9589 24.0436 1.36503
6.27531 25.3922 1.97386
42.6631 17.0326 1.49865
6.29296 32.6829 2.06038
5.01836 19.4277 1.95838
5.42477 29.0062 2.20993
9.93267 23.461 1.93035
6.6307 17.998 1.58951
2.82132 21.4779 1.48671
7.29238 12.3224 1.27775
1.20521 24.8078 1.72163
11.2792 36.5902 -1.69914
5.86936 16.6005 1.23955
4.00408 35.7156 2.13989
45.7708 20.2494 1.41094
5.83974 17.4103 1.67824
4.92933 22.4816 1.73289
12.4963 27.3059 2.2335
7.97077 28.8285 2.41472
13.9337 32.0632 -0.666539
14.5994 21.3415 1.68675
4.73963 20.9404 1.49741
9.58623 29.2309 2.30052
21.753 1.45173 -0.535104
0.65149 4.99016 1.64984
35.6258 3.34972 1.61792
1.22596 8.4435 1.44779
26.6765 25.4878 1.22007
10.652 36.1623 -1.29628
43.1208 15.286 1.46206
6.13965 21.0193 1.76102
5.70359 12.7944 1.40987
7.91301 28.9306 2.23814
45.7056 3.64353 1.67801
25.8524 7.18959 2.81443
9.76483 21.1351 1.89795
48.4354 24.2865 1.79747
47.2173 5.77307 1.82531
45.1688 22.5453 1.51656
14.9692 21.7568 1.85557
7.67881 19.1178 1.44504
49.2098 12.685 1.18823
44.9938 22.6164 1.69814
33.8316 21.9113 2.14803
12.5612 28.109 2.60773
43.3311 22.3348 1.53189
6.36141 17.3277 1.6785
9.11462 35.1755 -1.28086
0.945469 24.0323 1.82451
6.92498 10.4725 1.26706
5.08441 34.5422 2.31584
14.7685 33.7085 -0.293226
27.3012 26.3752 0.879234
5.09873 14.2742 1.21527
7.04032 22.7068 1.75175
45.9937 6.85232 1.79555
7.44373 20.6458 1.86667
4.26757 18.2105 1.81783
45.7015 5.25606 1.81736
1.19189 37.4065 1.98324
4.65486 14.782 1.54987
10.7812 29.83 2.39975
6.92015 19.2936 2.01421
49.6044 22.8109 1.67981
12.3608 25.839 2.3107
15.6601 22.4181 1.89543
4.63186 28.4503 2.32007
12.2338 24.2797 2.07363
1.63345 19.7172 1.46881
9.21254 28.0395 1.96135
10.2714 27.8666 2.22281
29.8543 3.78461 2.94773
5.28546 14.045 1.30514
27.4065 6.78785 2.50653
10.6382 24.124 2.32315
1.04504 19.5503 1.9463
