40 0.2 0.976465
40 0.5 0.971052
40 0.8 0.69214
40 1.1 0.629983
40 1.4 0.569029
40 1.7 0.373872
40 2 0.340437
40 2.3 0.219776
40 2.6 0.159574
40 2.9 0.440618
40 3.2 0.177221
40 3.5 0.349131
40 3.8 0.0549776
40 4.1 0.137708
40 4.4 0.0757438
40 4.7 0.322504
40 5 0.104142

100 0.2 0.985113
100 0.5 0.953037
100 0.8 0.826913
100 1.1 0.532053
100 1.4 0.687736
100 1.7 0.0486838
100 2 0.215378
100 2.3 0.138898
100 2.6 0.265054
100 2.9 0.16884
100 3.2 0.138462
100 3.5 0.119122
100 3.8 0.032908
100 4.1 0.11759
100 4.4 0.0962041
100 4.7 0.0608507
100 5 0.0992223

400 0.2 0.987573
400 0.5 0.852216
400 0.8 0.569205
400 1.1 0.661071
400 1.4 0.221754
400 1.7 0.285593
400 2 0.0493974
400 2.3 0.148498
400 2.6 0.0936884
400 2.9 0.0470589
400 3.2 0.0572858
400 3.5 0.154174
400 3.8 0.0310351
400 4.1 0.0132329
400 4.4 0.0424196
400 4.7 0.028892
400 5 0.0152545

1000 0.2 0.969864
1000 0.5 0.86422
1000 0.8 0.326274
1000 1.1 0.401851
1000 1.4 0.214763
1000 1.7 0.279301
1000 2 0.164636
1000 2.3 0.034929
1000 2.6 0.0675229
1000 2.9 0.0282832
1000 3.2 0.0163366
1000 3.5 0.00474751
1000 3.8 0.0208487
1000 4.1 0.0229771
1000 4.4 0.0302175
1000 4.7 0.00981186
1000 5 0.0381253

